prompt;professor;student
"['\n Whereas the central notion in Davidson’s theory of intentional action was that of causation, the central one in Anscombe’s is that of practical knowledge. In a famous passage, she appears to define intentional action as an event that manifests practical knowledge:\n here (a) the description of an event is of a type to be formally the description of an executed intention (b) the event is actually the execution of an intention (by our criteria) then the account given by Aquinas of the nature of practical knowledge holds: Practical knowledge is ‘the cause of what it understands’, unlike ‘speculative’ knowledge, which ‘is derived from the objects known’. \n\n Only recently practical knowledge has received sustained interest in philosophy of action. Much of the resulting work aims to clarify and defend Anscombe’s view ; but several critics question her arguments, as well as application of the notion to the definition of intentional action . In response, a number of scholars who still find inspiration in Anscombe have sought to accommodate the criticisms by giving up on some of her most ambitious claims. This section concentrates on contemporary debates about practical knowledge stemming from Anscombe’s discussion, but we start by briefly examining its origins in ancient Greek and mediaeval philosophy.']";"Exactly! This gets to the idea that intentional action can be developed through practice and habituation. As you learn to ride a bike, you start out with a kind of ""speculative"" knowledge - you have to think about each individual movement and how it fits into the larger action of riding. But as you get more practiced, that knowledge becomes more ""practical"" - you can do it without thinking about it, and yet you're still intentionally riding the bike. This is some of what Aquinas meant by ""practical knowledge being the cause of what it understands"" - in other words, when you have practical knowledge, you're able to cause certain actions to happen, even if you're not consciously thinking about them.";That makes sense, I think. But what about when I'm learning something new, like riding a bike? At first, I have to think about each movement, but then it becomes automatic.
"['\n Anscombe presents several arguments for the claim that to act intentionally an agent must know what she is doing (call this the ”knowledge condition’), and further arguments have been presented in the literature. This section surveys four influential arguments.\n One argument has already been mentioned: If a person is asked, “Why are you φ-ing?” and she (sincerely) replies, “I didn’t realize I was φ-ing” then she wasn’t φ-ing intentionally. It would seem to follow that a person must know what she is doing if acting intentionally. However, this argument is unsound. First, the expression “I didn’t realize…” is colloquially used to express complete lack of awareness, rather than mere ignorance . At most, then, the argument would show that the action cannot be completely beyond the agent’s purview. Second, even if the person’s state is in fact knowledge after the question is asked, this may be a conversational effect: By asking “Why are you φ-ing?”, the speaker intimates that the agent is φ-ing. This puts the agent in a position to know this, but not in a way that is tied to her agency.\n A more promising argument, suggested by Anscombe and endorsed by some of her followers in some form , appeals to the connection between action and assertion. It can be stated thus:\n Premise 2 is the standard claim that knowledge is the norm of assertion . Premise 1 may also look innocuous; but, as we shall see, there may be cases that speak against it.\n There are two more influential arguments inspired by Anscombe that have been used to defend the connection with knowledge. The first begins with the observation that a process in progress bears a non-accidental connection to its completion . If a house is burning, it would not be an accident if it is burnt later; and if you are writing a letter, it won’t be an accident if it is written later. What distinguishes intentional action is that the non-accidental connection obtains in virtue of the agent’s representation—her intention—to act in some way. That the agent is writing a letter—even while she takes a break, cooks a snack, and goes to the bathroom—is true precisely because she represents herself as writing a letter, and this representation guides her proceedings. Intentions, in other words ground what Falvey  calls the “openness of the progressive”: the fact that “a person may be doing something, in a suitably broad sense, when at the moment she is not doing anything, in a more narrow sense, that is for the sake of what she is doing in the broad sense” (p.22). Suppose, then, that an agent is intentionally φ-ing. Then it is true that she represents herself as doing so, the representation is true, and non-accidentally so. It is a short step to the conclusion that she knows that she is φ-ing.\n The final argument is based on the claim that intentional action is action for a reason . An agent must therefore be in a position to give an answer fitting the schema:\n Now, Thompson  has argued that the most basic way of filling this schema is one where actions themselves occupy the ψ-position (i.e. where actions are given as reasons). For instance:\n So, in what sort of relation must an agent stand to the fact that she is pumping water for a sentence like (2) to be true? Hyman  has argued that the relation must be knowledge . If, then, every intentional action description is one that the agent could substitute for ψ in (1), it follows that agents must know what they are doing when acting intentionally.']";"That's a great observation. One way to approach this is to consider the distinction between lack of awareness and mere ignorance. Think of it like driving on autopilot. You might not be consciously aware of every action you're taking, like switching lanes or braking, but that doesn't mean you're completely ignorant of what you're doing. When someone says ""I didn't realize I was being rude,"" they're often expressing a lack of awareness rather than claiming they had no idea what they were doing.";"Professor Phil, can you explain why someone might say ""I didn't realize I was being rude"" when they're confronted about their behavior? It doesn't seem to make sense - either they knew they were being rude or they didn't."
"['\n Anscombe presents several arguments for the claim that to act intentionally an agent must know what she is doing (call this the ”knowledge condition’), and further arguments have been presented in the literature. This section surveys four influential arguments.\n One argument has already been mentioned: If a person is asked, “Why are you φ-ing?” and she (sincerely) replies, “I didn’t realize I was φ-ing” then she wasn’t φ-ing intentionally. It would seem to follow that a person must know what she is doing if acting intentionally. However, this argument is unsound. First, the expression “I didn’t realize…” is colloquially used to express complete lack of awareness, rather than mere ignorance . At most, then, the argument would show that the action cannot be completely beyond the agent’s purview. Second, even if the person’s state is in fact knowledge after the question is asked, this may be a conversational effect: By asking “Why are you φ-ing?”, the speaker intimates that the agent is φ-ing. This puts the agent in a position to know this, but not in a way that is tied to her agency.\n A more promising argument, suggested by Anscombe and endorsed by some of her followers in some form , appeals to the connection between action and assertion. It can be stated thus:\n Premise 2 is the standard claim that knowledge is the norm of assertion . Premise 1 may also look innocuous; but, as we shall see, there may be cases that speak against it.\n There are two more influential arguments inspired by Anscombe that have been used to defend the connection with knowledge. The first begins with the observation that a process in progress bears a non-accidental connection to its completion . If a house is burning, it would not be an accident if it is burnt later; and if you are writing a letter, it won’t be an accident if it is written later. What distinguishes intentional action is that the non-accidental connection obtains in virtue of the agent’s representation—her intention—to act in some way. That the agent is writing a letter—even while she takes a break, cooks a snack, and goes to the bathroom—is true precisely because she represents herself as writing a letter, and this representation guides her proceedings. Intentions, in other words ground what Falvey  calls the “openness of the progressive”: the fact that “a person may be doing something, in a suitably broad sense, when at the moment she is not doing anything, in a more narrow sense, that is for the sake of what she is doing in the broad sense” (p.22). Suppose, then, that an agent is intentionally φ-ing. Then it is true that she represents herself as doing so, the representation is true, and non-accidentally so. It is a short step to the conclusion that she knows that she is φ-ing.\n The final argument is based on the claim that intentional action is action for a reason . An agent must therefore be in a position to give an answer fitting the schema:\n Now, Thompson  has argued that the most basic way of filling this schema is one where actions themselves occupy the ψ-position (i.e. where actions are given as reasons). For instance:\n So, in what sort of relation must an agent stand to the fact that she is pumping water for a sentence like (2) to be true? Hyman  has argued that the relation must be knowledge . If, then, every intentional action description is one that the agent could substitute for ψ in (1), it follows that agents must know what they are doing when acting intentionally.']";"Ah, now we're getting into some interesting philosophical territory. This is related to what's called the ""conversational effect."" By asking the question, the speaker is indeed putting the agent in a position to know something they might not have known before. But that's a bit of a cheap trick, isn't it? The question is essentially forcing the agent to confront their action, which can be misleading. It's a bit like asking someone ""Do you know where the elephant in the room is?"" and then claiming they must have known it was there all along because they can answer the question.";That makes sense, I guess. But isn't it weird that just by asking the question, the person is made aware of their behavior? It seems like that changes their state somehow.
"['\n Anscombe presents several arguments for the claim that to act intentionally an agent must know what she is doing (call this the ”knowledge condition’), and further arguments have been presented in the literature. This section surveys four influential arguments.\n One argument has already been mentioned: If a person is asked, “Why are you φ-ing?” and she (sincerely) replies, “I didn’t realize I was φ-ing” then she wasn’t φ-ing intentionally. It would seem to follow that a person must know what she is doing if acting intentionally. However, this argument is unsound. First, the expression “I didn’t realize…” is colloquially used to express complete lack of awareness, rather than mere ignorance . At most, then, the argument would show that the action cannot be completely beyond the agent’s purview. Second, even if the person’s state is in fact knowledge after the question is asked, this may be a conversational effect: By asking “Why are you φ-ing?”, the speaker intimates that the agent is φ-ing. This puts the agent in a position to know this, but not in a way that is tied to her agency.\n A more promising argument, suggested by Anscombe and endorsed by some of her followers in some form , appeals to the connection between action and assertion. It can be stated thus:\n Premise 2 is the standard claim that knowledge is the norm of assertion . Premise 1 may also look innocuous; but, as we shall see, there may be cases that speak against it.\n There are two more influential arguments inspired by Anscombe that have been used to defend the connection with knowledge. The first begins with the observation that a process in progress bears a non-accidental connection to its completion . If a house is burning, it would not be an accident if it is burnt later; and if you are writing a letter, it won’t be an accident if it is written later. What distinguishes intentional action is that the non-accidental connection obtains in virtue of the agent’s representation—her intention—to act in some way. That the agent is writing a letter—even while she takes a break, cooks a snack, and goes to the bathroom—is true precisely because she represents herself as writing a letter, and this representation guides her proceedings. Intentions, in other words ground what Falvey  calls the “openness of the progressive”: the fact that “a person may be doing something, in a suitably broad sense, when at the moment she is not doing anything, in a more narrow sense, that is for the sake of what she is doing in the broad sense” (p.22). Suppose, then, that an agent is intentionally φ-ing. Then it is true that she represents herself as doing so, the representation is true, and non-accidentally so. It is a short step to the conclusion that she knows that she is φ-ing.\n The final argument is based on the claim that intentional action is action for a reason . An agent must therefore be in a position to give an answer fitting the schema:\n Now, Thompson  has argued that the most basic way of filling this schema is one where actions themselves occupy the ψ-position (i.e. where actions are given as reasons). For instance:\n So, in what sort of relation must an agent stand to the fact that she is pumping water for a sentence like (2) to be true? Hyman  has argued that the relation must be knowledge . If, then, every intentional action description is one that the agent could substitute for ψ in (1), it follows that agents must know what they are doing when acting intentionally.']";"That's a great point. Think of it like this: when you're writing a letter, you might take breaks or do other things, but the fact remains that you're still writing a letter. This is what philosophers call the ""openness of the progressive."" The connection between the process and its completion is non-accidental, precisely because you represent yourself as writing a letter. And intention, in this sense, grounds that connection. Now, does that mean you have to know what you're doing in order to do it intentionally? That's a stronger claim, but it's one that some philosophers argue for.";Yeah, that does seem like a cheap trick. What about in cases where someone is doing something intentionally, like writing a letter? Don't they have to know what they're doing in order to do it intentionally?
"['\n Anscombe presents several arguments for the claim that to act intentionally an agent must know what she is doing (call this the ”knowledge condition’), and further arguments have been presented in the literature. This section surveys four influential arguments.\n One argument has already been mentioned: If a person is asked, “Why are you φ-ing?” and she (sincerely) replies, “I didn’t realize I was φ-ing” then she wasn’t φ-ing intentionally. It would seem to follow that a person must know what she is doing if acting intentionally. However, this argument is unsound. First, the expression “I didn’t realize…” is colloquially used to express complete lack of awareness, rather than mere ignorance . At most, then, the argument would show that the action cannot be completely beyond the agent’s purview. Second, even if the person’s state is in fact knowledge after the question is asked, this may be a conversational effect: By asking “Why are you φ-ing?”, the speaker intimates that the agent is φ-ing. This puts the agent in a position to know this, but not in a way that is tied to her agency.\n A more promising argument, suggested by Anscombe and endorsed by some of her followers in some form , appeals to the connection between action and assertion. It can be stated thus:\n Premise 2 is the standard claim that knowledge is the norm of assertion . Premise 1 may also look innocuous; but, as we shall see, there may be cases that speak against it.\n There are two more influential arguments inspired by Anscombe that have been used to defend the connection with knowledge. The first begins with the observation that a process in progress bears a non-accidental connection to its completion . If a house is burning, it would not be an accident if it is burnt later; and if you are writing a letter, it won’t be an accident if it is written later. What distinguishes intentional action is that the non-accidental connection obtains in virtue of the agent’s representation—her intention—to act in some way. That the agent is writing a letter—even while she takes a break, cooks a snack, and goes to the bathroom—is true precisely because she represents herself as writing a letter, and this representation guides her proceedings. Intentions, in other words ground what Falvey  calls the “openness of the progressive”: the fact that “a person may be doing something, in a suitably broad sense, when at the moment she is not doing anything, in a more narrow sense, that is for the sake of what she is doing in the broad sense” (p.22). Suppose, then, that an agent is intentionally φ-ing. Then it is true that she represents herself as doing so, the representation is true, and non-accidentally so. It is a short step to the conclusion that she knows that she is φ-ing.\n The final argument is based on the claim that intentional action is action for a reason . An agent must therefore be in a position to give an answer fitting the schema:\n Now, Thompson  has argued that the most basic way of filling this schema is one where actions themselves occupy the ψ-position (i.e. where actions are given as reasons). For instance:\n So, in what sort of relation must an agent stand to the fact that she is pumping water for a sentence like (2) to be true? Hyman  has argued that the relation must be knowledge . If, then, every intentional action description is one that the agent could substitute for ψ in (1), it follows that agents must know what they are doing when acting intentionally.']";"Exactly. When we act for a reason, we're often able to articulate that reason in a way that makes sense. Think of it like this: if someone asks you why you're pumping water, you might say ""to irrigate the crops."" In order for that answer to make sense, you need to have a certain level of knowledge about what you're doing. You need to know that pumping water will indeed irrigate the crops, and so on. Now, this is where the knowledge condition comes in: if intentional action requires acting for a reason, and acting for a reason requires some level of knowledge about what you're doing... well, you can see where this is going.";I see. So, it's like the intention to write a letter is what makes all the disparate actions - writing, taking breaks, etc. - into a coherent whole. But what about cases where someone is doing something for a reason? Doesn't that require some level of knowledge about what they're doing?
"['\n Anscombe presents several arguments for the claim that to act intentionally an agent must know what she is doing (call this the ”knowledge condition’), and further arguments have been presented in the literature. This section surveys four influential arguments.\n One argument has already been mentioned: If a person is asked, “Why are you φ-ing?” and she (sincerely) replies, “I didn’t realize I was φ-ing” then she wasn’t φ-ing intentionally. It would seem to follow that a person must know what she is doing if acting intentionally. However, this argument is unsound. First, the expression “I didn’t realize…” is colloquially used to express complete lack of awareness, rather than mere ignorance . At most, then, the argument would show that the action cannot be completely beyond the agent’s purview. Second, even if the person’s state is in fact knowledge after the question is asked, this may be a conversational effect: By asking “Why are you φ-ing?”, the speaker intimates that the agent is φ-ing. This puts the agent in a position to know this, but not in a way that is tied to her agency.\n A more promising argument, suggested by Anscombe and endorsed by some of her followers in some form , appeals to the connection between action and assertion. It can be stated thus:\n Premise 2 is the standard claim that knowledge is the norm of assertion . Premise 1 may also look innocuous; but, as we shall see, there may be cases that speak against it.\n There are two more influential arguments inspired by Anscombe that have been used to defend the connection with knowledge. The first begins with the observation that a process in progress bears a non-accidental connection to its completion . If a house is burning, it would not be an accident if it is burnt later; and if you are writing a letter, it won’t be an accident if it is written later. What distinguishes intentional action is that the non-accidental connection obtains in virtue of the agent’s representation—her intention—to act in some way. That the agent is writing a letter—even while she takes a break, cooks a snack, and goes to the bathroom—is true precisely because she represents herself as writing a letter, and this representation guides her proceedings. Intentions, in other words ground what Falvey  calls the “openness of the progressive”: the fact that “a person may be doing something, in a suitably broad sense, when at the moment she is not doing anything, in a more narrow sense, that is for the sake of what she is doing in the broad sense” (p.22). Suppose, then, that an agent is intentionally φ-ing. Then it is true that she represents herself as doing so, the representation is true, and non-accidentally so. It is a short step to the conclusion that she knows that she is φ-ing.\n The final argument is based on the claim that intentional action is action for a reason . An agent must therefore be in a position to give an answer fitting the schema:\n Now, Thompson  has argued that the most basic way of filling this schema is one where actions themselves occupy the ψ-position (i.e. where actions are given as reasons). For instance:\n So, in what sort of relation must an agent stand to the fact that she is pumping water for a sentence like (2) to be true? Hyman  has argued that the relation must be knowledge . If, then, every intentional action description is one that the agent could substitute for ψ in (1), it follows that agents must know what they are doing when acting intentionally.']";That's the basic idea, and it's one that Anscombe and others have argued for. However, there are also counterarguments and complexities to consider. But it's great that you're starting to see some of the connections between these ideas.;Yeah, I think I do. It seems like in order to act intentionally, you need to have some level of awareness or knowledge about what you're doing.
"['\n The knowledge condition remains a controversial thesis in philosophy of action; but even those who reject it tend to hold that the connection between intentional action and knowledge is not accidental. Thus, there is a growing literature that aims to capture an important connection between knowledge and intentional action in weaker terms. These views can be categorized according to the term for which they recommend modification, whether (i) the practical state, (ii) the epistemic state, or (iii) the nature of the connection between them. (Naturally, since these are all compatible, some scholars recommend more than one revision.)\n Though regarded as Anscombe’s central opponent, Davidson himself recommended a version of (i). According to him, although agents need not know what they are doing under every description under which they act intentionally, they must know what they are doing under at least one description under which the action is intentional . The carbon copier, for instance, may not know that he is making 10 carbon copies, but he would have to know that he is making carbon copies, or that he is moving his hands, etc. Arguably, the idea that practical knowledge is restricted to knowledge of actions in progress is also a weakening of the thesis, since Anscombe appears to include also knowledge of future actions (§§51–2) and of completed actions such as the knowledge that I wrote my name on the board (§48) or even of what is written (§19). Indeed, it has been argued that imperfective and perfective knowledge are interdependent . Finally, other weakenings include the view that agents must know what they intend , what they are trying to do/that they are trying , or what basic actions they are performing . Since Anscombe’s thesis is strictly stronger than these, it follows that they will avoid certain problems that hers faces. However, it is not clear that such retreats help avoid the general problem, and restricting the thesis to more immediate occurrences—basic actions, intentions, or attempts—risks losing on the aforementioned feature that makes Anscombe’s view so interesting: the idea that we might bear the same intimate epistemic connection to something external as we bear to parts of our mental lives .\n Views that fall under (ii) have been influentially defended by several authors . A popular version of this view rejects a knowledge condition in favor of a belief condition : if the agent φs intentionally , she believes that she is φ-ing . Such a view is arguably better supported by some of Anscombe’s own arguments (such as the argument in terms of conversation dynamics above); and it seems to preserve a special place for actions as occurrences that are public but to which our minds bear a special epistemic relation. However, it has been argued that such views also suffer from problems, and fail to avoid counterexamples with the same structure as Davidson’s carbon copier, even though they are explanatorily weaker . Since authors like Setiya see the avoidance of counterexamples as a central payoff of the weakenings, it is unclear whether they are worth the costs in explanatory value.\n Finally, views that fall under (iii) aim to show that even if there isn’t a relation of entailment between action and practical knowledge, there might yet be an interesting connection between them. For instance, some authors have argued that agents normally or generally know what they are doing ; or that the kind of knowledge that agents have of their intentional action has special properties, such as being first-personal knowledge .']";Ah, a great intuition to start with. Not everyone agrees that knowledge is a necessary condition for intentional action, but it's certainly a popular view. To illustrate the issue, consider the following analogy: think of a jazz musician improvising on stage. The musician is acting intentionally when playing notes, but can they be said to 'know' exactly what notes they're playing in the sense that they have a conscious, explicit awareness? It's not clear. But perhaps we could say they know what they're doing in a more practical sense.;I've been thinking, Professor Phil, about how intentional actions and knowledge are connected. It seems to me that if someone is doing something on purpose, they must know what they're doing, right?
"['\n The knowledge condition remains a controversial thesis in philosophy of action; but even those who reject it tend to hold that the connection between intentional action and knowledge is not accidental. Thus, there is a growing literature that aims to capture an important connection between knowledge and intentional action in weaker terms. These views can be categorized according to the term for which they recommend modification, whether (i) the practical state, (ii) the epistemic state, or (iii) the nature of the connection between them. (Naturally, since these are all compatible, some scholars recommend more than one revision.)\n Though regarded as Anscombe’s central opponent, Davidson himself recommended a version of (i). According to him, although agents need not know what they are doing under every description under which they act intentionally, they must know what they are doing under at least one description under which the action is intentional . The carbon copier, for instance, may not know that he is making 10 carbon copies, but he would have to know that he is making carbon copies, or that he is moving his hands, etc. Arguably, the idea that practical knowledge is restricted to knowledge of actions in progress is also a weakening of the thesis, since Anscombe appears to include also knowledge of future actions (§§51–2) and of completed actions such as the knowledge that I wrote my name on the board (§48) or even of what is written (§19). Indeed, it has been argued that imperfective and perfective knowledge are interdependent . Finally, other weakenings include the view that agents must know what they intend , what they are trying to do/that they are trying , or what basic actions they are performing . Since Anscombe’s thesis is strictly stronger than these, it follows that they will avoid certain problems that hers faces. However, it is not clear that such retreats help avoid the general problem, and restricting the thesis to more immediate occurrences—basic actions, intentions, or attempts—risks losing on the aforementioned feature that makes Anscombe’s view so interesting: the idea that we might bear the same intimate epistemic connection to something external as we bear to parts of our mental lives .\n Views that fall under (ii) have been influentially defended by several authors . A popular version of this view rejects a knowledge condition in favor of a belief condition : if the agent φs intentionally , she believes that she is φ-ing . Such a view is arguably better supported by some of Anscombe’s own arguments (such as the argument in terms of conversation dynamics above); and it seems to preserve a special place for actions as occurrences that are public but to which our minds bear a special epistemic relation. However, it has been argued that such views also suffer from problems, and fail to avoid counterexamples with the same structure as Davidson’s carbon copier, even though they are explanatorily weaker . Since authors like Setiya see the avoidance of counterexamples as a central payoff of the weakenings, it is unclear whether they are worth the costs in explanatory value.\n Finally, views that fall under (iii) aim to show that even if there isn’t a relation of entailment between action and practical knowledge, there might yet be an interesting connection between them. For instance, some authors have argued that agents normally or generally know what they are doing ; or that the kind of knowledge that agents have of their intentional action has special properties, such as being first-personal knowledge .']";Exactly, that's a great connection to make. The carbon copier case highlights the challenge of requiring knowledge under every description for intentional action. Some philosophers, like Davidson, argue that the agent only needs to know what they're doing under at least one description. So, the copier may not know they're making 10 copies, but they know they're making copies. But how do you think the scope of this practical knowledge should be defined? Should it be limited to basic actions or can it include more complex plans and intentions?;I see what you mean, but what if the musician thought they were playing one note, but actually played a slightly different one? That would be like the carbon copier example from a while back, right? If the copier thinks they're making one copy, but ends up making 10, can we really say they know what they're doing?
"['\n The knowledge condition remains a controversial thesis in philosophy of action; but even those who reject it tend to hold that the connection between intentional action and knowledge is not accidental. Thus, there is a growing literature that aims to capture an important connection between knowledge and intentional action in weaker terms. These views can be categorized according to the term for which they recommend modification, whether (i) the practical state, (ii) the epistemic state, or (iii) the nature of the connection between them. (Naturally, since these are all compatible, some scholars recommend more than one revision.)\n Though regarded as Anscombe’s central opponent, Davidson himself recommended a version of (i). According to him, although agents need not know what they are doing under every description under which they act intentionally, they must know what they are doing under at least one description under which the action is intentional . The carbon copier, for instance, may not know that he is making 10 carbon copies, but he would have to know that he is making carbon copies, or that he is moving his hands, etc. Arguably, the idea that practical knowledge is restricted to knowledge of actions in progress is also a weakening of the thesis, since Anscombe appears to include also knowledge of future actions (§§51–2) and of completed actions such as the knowledge that I wrote my name on the board (§48) or even of what is written (§19). Indeed, it has been argued that imperfective and perfective knowledge are interdependent . Finally, other weakenings include the view that agents must know what they intend , what they are trying to do/that they are trying , or what basic actions they are performing . Since Anscombe’s thesis is strictly stronger than these, it follows that they will avoid certain problems that hers faces. However, it is not clear that such retreats help avoid the general problem, and restricting the thesis to more immediate occurrences—basic actions, intentions, or attempts—risks losing on the aforementioned feature that makes Anscombe’s view so interesting: the idea that we might bear the same intimate epistemic connection to something external as we bear to parts of our mental lives .\n Views that fall under (ii) have been influentially defended by several authors . A popular version of this view rejects a knowledge condition in favor of a belief condition : if the agent φs intentionally , she believes that she is φ-ing . Such a view is arguably better supported by some of Anscombe’s own arguments (such as the argument in terms of conversation dynamics above); and it seems to preserve a special place for actions as occurrences that are public but to which our minds bear a special epistemic relation. However, it has been argued that such views also suffer from problems, and fail to avoid counterexamples with the same structure as Davidson’s carbon copier, even though they are explanatorily weaker . Since authors like Setiya see the avoidance of counterexamples as a central payoff of the weakenings, it is unclear whether they are worth the costs in explanatory value.\n Finally, views that fall under (iii) aim to show that even if there isn’t a relation of entailment between action and practical knowledge, there might yet be an interesting connection between them. For instance, some authors have argued that agents normally or generally know what they are doing ; or that the kind of knowledge that agents have of their intentional action has special properties, such as being first-personal knowledge .']";Well, that's precisely the debate. Some philosophers argue that a belief condition is sufficient for intentional action, rather than knowledge. But then, don't we risk losing the special epistemic connection between our minds and our actions? Think of it like this: if I'm just blindly following a recipe, do I really 'know' what I'm doing in the same way as when I'm cooking a favorite dish? The former might be more a matter of belief or habit.;I'm not sure, Professor. It seems to me that if we limit it to basic actions, we might miss something important about human agency. But if we expand it, it's hard to see how it's different from just saying the agent has a certain belief or intention.
"['\n The knowledge condition remains a controversial thesis in philosophy of action; but even those who reject it tend to hold that the connection between intentional action and knowledge is not accidental. Thus, there is a growing literature that aims to capture an important connection between knowledge and intentional action in weaker terms. These views can be categorized according to the term for which they recommend modification, whether (i) the practical state, (ii) the epistemic state, or (iii) the nature of the connection between them. (Naturally, since these are all compatible, some scholars recommend more than one revision.)\n Though regarded as Anscombe’s central opponent, Davidson himself recommended a version of (i). According to him, although agents need not know what they are doing under every description under which they act intentionally, they must know what they are doing under at least one description under which the action is intentional . The carbon copier, for instance, may not know that he is making 10 carbon copies, but he would have to know that he is making carbon copies, or that he is moving his hands, etc. Arguably, the idea that practical knowledge is restricted to knowledge of actions in progress is also a weakening of the thesis, since Anscombe appears to include also knowledge of future actions (§§51–2) and of completed actions such as the knowledge that I wrote my name on the board (§48) or even of what is written (§19). Indeed, it has been argued that imperfective and perfective knowledge are interdependent . Finally, other weakenings include the view that agents must know what they intend , what they are trying to do/that they are trying , or what basic actions they are performing . Since Anscombe’s thesis is strictly stronger than these, it follows that they will avoid certain problems that hers faces. However, it is not clear that such retreats help avoid the general problem, and restricting the thesis to more immediate occurrences—basic actions, intentions, or attempts—risks losing on the aforementioned feature that makes Anscombe’s view so interesting: the idea that we might bear the same intimate epistemic connection to something external as we bear to parts of our mental lives .\n Views that fall under (ii) have been influentially defended by several authors . A popular version of this view rejects a knowledge condition in favor of a belief condition : if the agent φs intentionally , she believes that she is φ-ing . Such a view is arguably better supported by some of Anscombe’s own arguments (such as the argument in terms of conversation dynamics above); and it seems to preserve a special place for actions as occurrences that are public but to which our minds bear a special epistemic relation. However, it has been argued that such views also suffer from problems, and fail to avoid counterexamples with the same structure as Davidson’s carbon copier, even though they are explanatorily weaker . Since authors like Setiya see the avoidance of counterexamples as a central payoff of the weakenings, it is unclear whether they are worth the costs in explanatory value.\n Finally, views that fall under (iii) aim to show that even if there isn’t a relation of entailment between action and practical knowledge, there might yet be an interesting connection between them. For instance, some authors have argued that agents normally or generally know what they are doing ; or that the kind of knowledge that agents have of their intentional action has special properties, such as being first-personal knowledge .']";Yes, some philosophers argue that we should focus on the typical or usual case, rather than trying to define a strict knowledge condition. But then we'd need to clarify what 'normally' or 'generally' means in this context. Does it mean statistically or is it more of a constitutive claim about human agency? Additionally, how would this view handle cases where the agent is not aware of their own intentional actions, such as in moments of distraction or automatism?;I see your point. But what about the idea that agents normally or generally know what they're doing? Is that a way to preserve the connection between knowledge and intentional action?
"['\n The knowledge condition remains a controversial thesis in philosophy of action; but even those who reject it tend to hold that the connection between intentional action and knowledge is not accidental. Thus, there is a growing literature that aims to capture an important connection between knowledge and intentional action in weaker terms. These views can be categorized according to the term for which they recommend modification, whether (i) the practical state, (ii) the epistemic state, or (iii) the nature of the connection between them. (Naturally, since these are all compatible, some scholars recommend more than one revision.)\n Though regarded as Anscombe’s central opponent, Davidson himself recommended a version of (i). According to him, although agents need not know what they are doing under every description under which they act intentionally, they must know what they are doing under at least one description under which the action is intentional . The carbon copier, for instance, may not know that he is making 10 carbon copies, but he would have to know that he is making carbon copies, or that he is moving his hands, etc. Arguably, the idea that practical knowledge is restricted to knowledge of actions in progress is also a weakening of the thesis, since Anscombe appears to include also knowledge of future actions (§§51–2) and of completed actions such as the knowledge that I wrote my name on the board (§48) or even of what is written (§19). Indeed, it has been argued that imperfective and perfective knowledge are interdependent . Finally, other weakenings include the view that agents must know what they intend , what they are trying to do/that they are trying , or what basic actions they are performing . Since Anscombe’s thesis is strictly stronger than these, it follows that they will avoid certain problems that hers faces. However, it is not clear that such retreats help avoid the general problem, and restricting the thesis to more immediate occurrences—basic actions, intentions, or attempts—risks losing on the aforementioned feature that makes Anscombe’s view so interesting: the idea that we might bear the same intimate epistemic connection to something external as we bear to parts of our mental lives .\n Views that fall under (ii) have been influentially defended by several authors . A popular version of this view rejects a knowledge condition in favor of a belief condition : if the agent φs intentionally , she believes that she is φ-ing . Such a view is arguably better supported by some of Anscombe’s own arguments (such as the argument in terms of conversation dynamics above); and it seems to preserve a special place for actions as occurrences that are public but to which our minds bear a special epistemic relation. However, it has been argued that such views also suffer from problems, and fail to avoid counterexamples with the same structure as Davidson’s carbon copier, even though they are explanatorily weaker . Since authors like Setiya see the avoidance of counterexamples as a central payoff of the weakenings, it is unclear whether they are worth the costs in explanatory value.\n Finally, views that fall under (iii) aim to show that even if there isn’t a relation of entailment between action and practical knowledge, there might yet be an interesting connection between them. For instance, some authors have argued that agents normally or generally know what they are doing ; or that the kind of knowledge that agents have of their intentional action has special properties, such as being first-personal knowledge .']";Excellent! These are the kinds of complexities that make philosophy of action so rich and nuanced. Keep exploring and questioning – it's the best way to deepen your understanding of these issues.;That's a lot to consider, Professor. I'll have to think more about these different perspectives.
